instrument_id,instrument_type,balance_account,amount,currency,start_date,maturity_date,interest_rate,counterparty_id,counterparty_type,as_of_date,off_balance_type,notional_amount,draw_down_probability,expiry_date,settlement_date,derivative_type,pay_leg_currency,receive_leg_currency,pay_leg_amount,receive_leg_amount,is_payer,utilized_amount,available_amount,data_source,version
OFF_BAL_00001139,off_balance,99999,47987208.30119176,RUB,2024-11-27,,,CPTY_OFF_BAL_0139,bank,2024-12-31,credit_line,47987208.30119176,0.3839795091888162,2027-04-07,,,,,,,,13993006.561728401,33994201.73946336,mock_generator,1.0
OFF_BAL_00001140,off_balance,99999,71137901.77184823,RUB,2024-12-22,,,CPTY_OFF_BAL_0140,bank,2024-12-31,credit_line,71137901.77184823,0.31350725748116304,2025-09-23,,,,,,,,14021070.259356026,57116831.51249221,mock_generator,1.0
OFF_BAL_00001141,off_balance,99999,7588065.475539667,RUB,2024-12-31,,,CPTY_OFF_BAL_0141,corporate,2024-12-31,guarantee,7588065.475539667,0.4545950136663533,2026-10-28,,,,,,,,326314.5760694495,7261750.8994702175,mock_generator,1.0
OFF_BAL_00001142,off_balance,99999,1000000.0,RUB,2024-10-26,,,CPTY_OFF_BAL_0142,bank,2024-12-31,guarantee,1000000.0,0.4798294991168555,2025-10-02,,,,,,,,445001.6099867928,554998.3900132072,mock_generator,1.0
OFF_BAL_00001143,off_balance,99999,7257285.441172616,RUB,2024-07-20,,,CPTY_OFF_BAL_0143,corporate,2024-12-31,credit_line,7257285.441172616,0.5429847273410318,2026-05-12,,,,,,,,358484.96355927637,6898800.477613339,mock_generator,1.0
OFF_BAL_00001144,off_balance,99999,1000000.0,RUB,2024-11-12,,,CPTY_OFF_BAL_0144,corporate,2024-12-31,credit_line,1000000.0,0.41345376228408215,2026-07-09,,,,,,,,405901.54545586533,594098.4545441347,mock_generator,1.0
OFF_BAL_00001145,off_balance,99999,2520939.090109724,RUB,2024-11-17,,,CPTY_OFF_BAL_0145,corporate,2024-12-31,guarantee,2520939.090109724,0.26906392847476857,2025-06-08,,,,,,,,225496.3095533009,2295442.780556423,mock_generator,1.0
OFF_BAL_00001146,off_balance,99999,3097483.7105183024,USD,2024-10-16,,,CPTY_OFF_BAL_0146,government,2024-12-31,credit_line,3097483.7105183024,0.3621304014819073,2026-03-17,,,,,,,,966639.3356642772,2130844.3748540254,mock_generator,1.0
OFF_BAL_00001147,off_balance,99999,512878.5520649599,USD,2024-11-24,,,CPTY_OFF_BAL_0147,corporate,2024-12-31,forward,512878.5520649599,,2026-04-01,2026-04-01,FX_FORWARD,USD,EUR,512878.5520649599,43594676.92552159,,,,mock_generator,1.0
OFF_BAL_00001148,off_balance,99999,30212087.550456237,USD,2024-12-05,,,CPTY_OFF_BAL_0148,bank,2024-12-31,credit_line,30212087.550456237,0.4220434274461892,2026-07-28,,,,,,,,8792868.070146576,21419219.48030966,mock_generator,1.0
OFF_BAL_00001149,off_balance,99999,14869.854551781034,USD,2024-08-12,,,CPTY_OFF_BAL_0149,corporate,2024-12-31,credit_line,14869.854551781034,0.5575433869167239,2027-06-06,,,,,,,,4012.384995502578,10857.469556278456,mock_generator,1.0
OFF_BAL_00001150,off_balance,99999,1090268.4272155429,USD,2024-08-08,,,CPTY_OFF_BAL_0150,bank,2024-12-31,forward,1090268.4272155429,,2026-08-08,2026-08-08,FX_FORWARD,USD,RUB,1090268.4272155429,92672816.31332114,,,,mock_generator,1.0
OFF_BAL_00001151,off_balance,99999,11764.70588235294,USD,2024-07-22,,,CPTY_OFF_BAL_0151,corporate,2024-12-31,guarantee,11764.70588235294,0.44403575924619443,2027-04-01,,,,,,,,4001.129988360855,7763.575893992085,mock_generator,1.0
OFF_BAL_00001152,off_balance,99999,3213917.765783822,RUB,2024-09-28,,,CPTY_OFF_BAL_0152,corporate,2024-12-31,credit_line,3213917.765783822,0.5053653509949974,2026-12-15,,,,,,,,1098638.32763985,2115279.4381439723,mock_generator,1.0
OFF_BAL_00001153,off_balance,99999,21741439.141779922,RUB,2024-12-01,,,CPTY_OFF_BAL_0153,corporate,2024-12-31,forward,21741439.141779922,,2025-08-10,2025-08-10,FX_FORWARD,RUB,EUR,21741439.141779922,241571.5460197769,,,,mock_generator,1.0
OFF_BAL_00001154,off_balance,99999,1000000.0,RUB,2024-10-08,,,CPTY_OFF_BAL_0154,bank,2024-12-31,credit_line,1000000.0,0.2704908996434004,2027-06-12,,,,,,,,302355.2837730404,697644.7162269596,mock_generator,1.0
OFF_BAL_00001155,off_balance,99999,1589793.4516210589,USD,2024-08-29,,,CPTY_OFF_BAL_0155,bank,2024-12-31,credit_line,1589793.4516210589,0.5047174429047194,2027-05-13,,,,,,,,270747.80935812474,1319045.6422629342,mock_generator,1.0
OFF_BAL_00001156,off_balance,99999,1754429.9741301814,USD,2024-10-30,,,CPTY_OFF_BAL_0156,bank,2024-12-31,forward,1754429.9741301814,,2025-08-14,2025-08-14,FX_FORWARD,USD,RUB,1754429.9741301814,149126547.80106542,,,,mock_generator,1.0
OFF_BAL_00001157,off_balance,99999,146301.11333908996,USD,2024-08-12,,,CPTY_OFF_BAL_0157,corporate,2024-12-31,guarantee,146301.11333908996,0.2849114636239073,2026-06-26,,,,,,,,48931.82600040221,97369.28733868775,mock_generator,1.0
OFF_BAL_00001158,off_balance,99999,8103399.52898725,RUB,2024-10-09,,,CPTY_OFF_BAL_0158,corporate,2024-12-31,credit_line,8103399.52898725,0.26135785938344297,2025-12-23,,,,,,,,946353.3673461452,7157046.161641105,mock_generator,1.0
OFF_BAL_00001159,off_balance,99999,84345905.05448848,RUB,2024-10-20,,,CPTY_OFF_BAL_0159,corporate,2024-12-31,forward,84345905.05448848,,2026-09-13,2026-09-13,FX_FORWARD,RUB,USD,84345905.05448848,992304.7653469233,,,,mock_generator,1.0
OFF_BAL_00001160,off_balance,99999,79887.71191027766,EUR,2024-10-09,,,CPTY_OFF_BAL_0160,corporate,2024-12-31,guarantee,79887.71191027766,0.41683811157508965,2026-08-28,,,,,,,,12476.97935914168,67410.73255113598,mock_generator,1.0
OFF_BAL_00001161,off_balance,99999,8639956.295262212,RUB,2024-11-28,,,CPTY_OFF_BAL_0161,bank,2024-12-31,credit_line,8639956.295262212,0.3895758461944312,2027-07-10,,,,,,,,1085511.8393149658,7554444.455947246,mock_generator,1.0
OFF_BAL_00001162,off_balance,99999,11764.70588235294,USD,2024-11-05,,,CPTY_OFF_BAL_0162,bank,2024-12-31,guarantee,11764.70588235294,0.5961928064210347,2026-06-03,,,,,,,,4889.994478421545,6874.711403931396,mock_generator,1.0
OFF_BAL_00001163,off_balance,99999,1626328.4064354335,RUB,2024-08-01,,,CPTY_OFF_BAL_0163,corporate,2024-12-31,credit_line,1626328.4064354335,0.2449447585552693,2025-05-18,,,,,,,,610105.6309296698,1016222.7755057637,mock_generator,1.0
OFF_BAL_00001164,off_balance,99999,77961.41542337288,EUR,2024-10-18,,,CPTY_OFF_BAL_0164,corporate,2024-12-31,credit_line,77961.41542337288,0.5677923869078494,2026-08-13,,,,,,,,31553.185835084587,46408.22958828829,mock_generator,1.0
OFF_BAL_00001165,off_balance,99999,643308.0682225807,USD,2024-12-10,,,CPTY_OFF_BAL_0165,government,2024-12-31,guarantee,643308.0682225807,0.38020747451770925,2025-10-24,,,,,,,,200959.09525986383,442348.9729627169,mock_generator,1.0
OFF_BAL_00001166,off_balance,99999,3310714.363146359,RUB,2024-07-13,,,CPTY_OFF_BAL_0166,bank,2024-12-31,guarantee,3310714.363146359,0.3539815674173606,2026-10-28,,,,,,,,395739.63565602957,2914974.7274903296,mock_generator,1.0
OFF_BAL_00001167,off_balance,99999,49949380.37317144,RUB,2024-08-19,,,CPTY_OFF_BAL_0167,corporate,2024-12-31,forward,49949380.37317144,,2025-03-21,2025-03-21,FX_FORWARD,RUB,EUR,49949380.37317144,554993.1152574605,,,,mock_generator,1.0
OFF_BAL_00001168,off_balance,99999,10000000.0,RUB,2024-07-06,,,CPTY_OFF_BAL_0168,corporate,2024-12-31,forward,10000000.0,,2026-03-31,2026-03-31,FX_FORWARD,RUB,EUR,10000000.0,111111.11111111111,,,,mock_generator,1.0
OFF_BAL_00001169,off_balance,99999,1000000.0,RUB,2024-09-18,,,CPTY_OFF_BAL_0169,corporate,2024-12-31,guarantee,1000000.0,0.48613072977677496,2027-04-24,,,,,,,,136604.34046328525,863395.6595367148,mock_generator,1.0
OFF_BAL_00001170,off_balance,99999,2292909.5324003696,EUR,2024-09-14,,0.05139659109172086,CPTY_OFF_BAL_0170,government,2024-12-31,swap,2292909.5324003696,,2026-02-20,2026-02-20,IRS,EUR,EUR,,,True,,,mock_generator,1.0
OFF_BAL_00001171,off_balance,99999,11982.06533796381,USD,2024-07-17,,,CPTY_OFF_BAL_0171,bank,2024-12-31,guarantee,11982.06533796381,0.28534029134024885,2026-12-16,,,,,,,,2817.96186771482,9164.103470248989,mock_generator,1.0
OFF_BAL_00001172,off_balance,99999,187871.85491958153,EUR,2024-07-05,,,CPTY_OFF_BAL_0172,corporate,2024-12-31,credit_line,187871.85491958153,0.3460785475250229,2026-12-01,,,,,,,,52801.76272228663,135070.0921972949,mock_generator,1.0
OFF_BAL_00001173,off_balance,99999,61933586.972687796,RUB,2024-09-24,,,CPTY_OFF_BAL_0173,corporate,2024-12-31,credit_line,61933586.972687796,0.4628679827307282,2026-04-14,,,,,,,,9425048.635323914,52508538.337363884,mock_generator,1.0
OFF_BAL_00001174,off_balance,99999,4741291.07607769,RUB,2024-10-12,,,CPTY_OFF_BAL_0174,corporate,2024-12-31,credit_line,4741291.07607769,0.4302053726739832,2025-07-29,,,,,,,,658970.7229528372,4082320.353124853,mock_generator,1.0
OFF_BAL_00001175,off_balance,99999,30033128.810820557,RUB,2024-07-26,,,CPTY_OFF_BAL_0175,corporate,2024-12-31,credit_line,30033128.810820557,0.30223823285331114,2026-08-07,,,,,,,,12198925.919012936,17834202.891807623,mock_generator,1.0
OFF_BAL_00001176,off_balance,99999,30916895.29644918,RUB,2024-11-10,,,CPTY_OFF_BAL_0176,corporate,2024-12-31,forward,30916895.29644918,,2026-06-20,2026-06-20,FX_FORWARD,RUB,USD,30916895.29644918,363728.17995822564,,,,mock_generator,1.0
OFF_BAL_00001177,off_balance,99999,85995452.72065927,RUB,2024-12-28,,,CPTY_OFF_BAL_0177,corporate,2024-12-31,forward,85995452.72065927,,2025-05-18,2025-05-18,FX_FORWARD,RUB,EUR,85995452.72065927,955505.0302295474,,,,mock_generator,1.0
OFF_BAL_00001178,off_balance,99999,56176085.28856888,RUB,2024-08-30,,0.1493732362731685,CPTY_OFF_BAL_0178,bank,2024-12-31,swap,56176085.28856888,,2026-05-04,2026-05-04,IRS,RUB,RUB,,,False,,,mock_generator,1.0
OFF_BAL_00001179,off_balance,99999,26130828.840662416,RUB,2024-07-12,,0.0788841921337266,CPTY_OFF_BAL_0179,corporate,2024-12-31,swap,26130828.840662416,,2026-06-20,2026-06-20,IRS,RUB,RUB,,,True,,,mock_generator,1.0
OFF_BAL_00001180,off_balance,99999,152456499.5676995,RUB,2024-09-11,,,CPTY_OFF_BAL_0180,bank,2024-12-31,credit_line,152456499.5676995,0.20159818872020058,2027-01-09,,,,,,,,49825687.29741541,102630812.27028409,mock_generator,1.0
OFF_BAL_00001181,off_balance,99999,1776263.720922445,USD,2024-11-17,,,CPTY_OFF_BAL_0181,corporate,2024-12-31,guarantee,1776263.720922445,0.3541396669331718,2025-06-21,,,,,,,,260128.897092721,1516134.823829724,mock_generator,1.0
OFF_BAL_00001182,off_balance,99999,3242238.666411729,RUB,2024-10-29,,,CPTY_OFF_BAL_0182,corporate,2024-12-31,credit_line,3242238.666411729,0.23740067032633996,2027-04-21,,,,,,,,381388.87313348777,2860849.7932782415,mock_generator,1.0
OFF_BAL_00001183,off_balance,99999,13935573.97762735,USD,2024-07-07,,,CPTY_OFF_BAL_0183,corporate,2024-12-31,guarantee,13935573.97762735,0.45993663523568534,2026-10-11,,,,,,,,2326868.7950053853,11608705.182621965,mock_generator,1.0
OFF_BAL_00001184,off_balance,99999,427159.8190154326,USD,2024-07-25,,,CPTY_OFF_BAL_0184,bank,2024-12-31,credit_line,427159.8190154326,0.5268064556413432,2027-01-04,,,,,,,,109903.57659444888,317256.24242098373,mock_generator,1.0
OFF_BAL_00001185,off_balance,99999,13176137.780373685,EUR,2024-12-10,,0.09803828905697658,CPTY_OFF_BAL_0185,bank,2024-12-31,swap,13176137.780373685,,2026-08-17,2026-08-17,IRS,EUR,EUR,,,True,,,mock_generator,1.0
OFF_BAL_00001186,off_balance,99999,6143147.778842404,RUB,2024-07-19,,,CPTY_OFF_BAL_0186,bank,2024-12-31,guarantee,6143147.778842404,0.5694042315023462,2026-08-04,,,,,,,,3021022.6369415917,3122125.141900812,mock_generator,1.0
OFF_BAL_00001187,off_balance,99999,33452766.904501006,RUB,2024-08-06,,,CPTY_OFF_BAL_0187,bank,2024-12-31,credit_line,33452766.904501006,0.40172028578164676,2026-09-03,,,,,,,,8688952.5275462,24763814.376954805,mock_generator,1.0
OFF_BAL_00001188,off_balance,99999,114999.40625756192,USD,2024-11-13,,,CPTY_OFF_BAL_0188,corporate,2024-12-31,credit_line,114999.40625756192,0.3059036525759222,2026-07-22,,,,,,,,19839.809002164977,95159.59725539695,mock_generator,1.0
OFF_BAL_00001189,off_balance,99999,5258271.847135113,EUR,2024-08-07,,,CPTY_OFF_BAL_0189,government,2024-12-31,forward,5258271.847135113,,2025-11-06,2025-11-06,FX_FORWARD,EUR,RUB,5258271.847135113,473244466.24216014,,,,mock_generator,1.0
OFF_BAL_00001190,off_balance,99999,45524.72996328753,USD,2024-10-01,,,CPTY_OFF_BAL_0190,corporate,2024-12-31,guarantee,45524.72996328753,0.4462830065974067,2026-11-05,,,,,,,,15720.665754837264,29804.064208450265,mock_generator,1.0
OFF_BAL_00001191,off_balance,99999,144442774.1910987,RUB,2024-10-22,,0.12276638010663873,CPTY_OFF_BAL_0191,bank,2024-12-31,swap,144442774.1910987,,2026-12-20,2026-12-20,IRS,RUB,RUB,,,False,,,mock_generator,1.0
OFF_BAL_00001192,off_balance,99999,543131557.4592164,RUB,2024-09-09,,0.13933148903232367,CPTY_OFF_BAL_0192,bank,2024-12-31,swap,543131557.4592164,,2025-06-15,2025-06-15,IRS,RUB,RUB,,,True,,,mock_generator,1.0
OFF_BAL_00001193,off_balance,99999,76530029.68306376,RUB,2024-12-15,,,CPTY_OFF_BAL_0193,corporate,2024-12-31,credit_line,76530029.68306376,0.5488556731968498,2025-05-21,,,,,,,,30312298.499562677,46217731.18350108,mock_generator,1.0
OFF_BAL_00001194,off_balance,99999,11629557.750417696,RUB,2024-10-07,,,CPTY_OFF_BAL_0194,corporate,2024-12-31,credit_line,11629557.750417696,0.24128110451894957,2027-03-03,,,,,,,,2840275.9085802766,8789281.84183742,mock_generator,1.0
OFF_BAL_00001195,off_balance,99999,1183269.7934659026,USD,2024-08-01,,0.13957310979037435,CPTY_OFF_BAL_0195,government,2024-12-31,swap,1183269.7934659026,,2025-03-24,2025-03-24,IRS,USD,USD,,,True,,,mock_generator,1.0
OFF_BAL_00001196,off_balance,99999,3756195.809167952,EUR,2024-11-19,,,CPTY_OFF_BAL_0196,bank,2024-12-31,guarantee,3756195.809167952,0.5388017610688225,2026-06-19,,,,,,,,1171911.1632879942,2584284.645879958,mock_generator,1.0
OFF_BAL_00001197,off_balance,99999,13804949.582391182,RUB,2024-10-02,,,CPTY_OFF_BAL_0197,corporate,2024-12-31,guarantee,13804949.582391182,0.5231012994302058,2027-12-09,,,,,,,,4373188.432184246,9431761.150206935,mock_generator,1.0
OFF_BAL_00001198,off_balance,99999,50992.426732361484,EUR,2024-07-08,,,CPTY_OFF_BAL_0198,bank,2024-12-31,guarantee,50992.426732361484,0.3578433595219809,2025-12-17,,,,,,,,3525.997607448972,47466.42912491251,mock_generator,1.0
OFF_BAL_00001199,off_balance,99999,284869454.84794456,RUB,2024-08-01,,0.11209006532645055,CPTY_OFF_BAL_0199,corporate,2024-12-31,swap,284869454.84794456,,2026-10-31,2026-10-31,IRS,RUB,RUB,,,True,,,mock_generator,1.0
OFF_BAL_00001200,off_balance,99999,6428449.847690927,RUB,2024-07-20,,,CPTY_OFF_BAL_0200,corporate,2024-12-31,guarantee,6428449.847690927,0.48258408862858054,2027-02-15,,,,,,,,2746324.515383496,3682125.332307431,mock_generator,1.0
OFF_BAL_00001201,off_balance,99999,12054181.707757367,USD,2024-07-09,,0.0658686955087414,CPTY_OFF_BAL_0201,government,2024-12-31,swap,12054181.707757367,,2025-06-03,2025-06-03,IRS,USD,USD,,,False,,,mock_generator,1.0
OFF_BAL_00001202,off_balance,99999,6900109.408801194,RUB,2024-07-06,,,CPTY_OFF_BAL_0202,corporate,2024-12-31,credit_line,6900109.408801194,0.5721824682746277,2027-09-16,,,,,,,,3028960.333880453,3871149.0749207414,mock_generator,1.0
OFF_BAL_00001203,off_balance,99999,239437705.30877954,RUB,2024-11-21,,0.07604746901064285,CPTY_OFF_BAL_0203,corporate,2024-12-31,swap,239437705.30877954,,2025-09-05,2025-09-05,IRS,RUB,RUB,,,True,,,mock_generator,1.0
OFF_BAL_00001204,off_balance,99999,19528070.692034326,RUB,2024-09-29,,,CPTY_OFF_BAL_0204,bank,2024-12-31,forward,19528070.692034326,,2025-02-28,2025-02-28,FX_FORWARD,RUB,USD,19528070.692034326,229742.0081415803,,,,mock_generator,1.0
OFF_BAL_00001205,off_balance,99999,18976.461127465343,USD,2024-11-25,,,CPTY_OFF_BAL_0205,government,2024-12-31,credit_line,18976.461127465343,0.5649078018137912,2026-10-26,,,,,,,,4142.911004575639,14833.550122889705,mock_generator,1.0
OFF_BAL_00001206,off_balance,99999,87180346.04330966,RUB,2024-11-22,,,CPTY_OFF_BAL_0206,bank,2024-12-31,credit_line,87180346.04330966,0.5907201559026252,2025-04-20,,,,,,,,24453163.368567456,62727182.67474221,mock_generator,1.0
OFF_BAL_00001207,off_balance,99999,187206.2512168609,USD,2024-08-12,,,CPTY_OFF_BAL_0207,corporate,2024-12-31,guarantee,187206.2512168609,0.4765838040782762,2026-12-02,,,,,,,,19182.90740818397,168023.34380867693,mock_generator,1.0
OFF_BAL_00001208,off_balance,99999,93570626.37003642,RUB,2024-11-26,,,CPTY_OFF_BAL_0208,bank,2024-12-31,credit_line,93570626.37003642,0.2760279311222942,2025-10-26,,,,,,,,44720729.910068706,48849896.45996772,mock_generator,1.0
OFF_BAL_00001209,off_balance,99999,596015.6174601241,EUR,2024-12-31,,0.07634326033399033,CPTY_OFF_BAL_0209,government,2024-12-31,swap,596015.6174601241,,2025-06-28,2025-06-28,IRS,EUR,EUR,,,False,,,mock_generator,1.0
OFF_BAL_00001210,off_balance,99999,27842.17993873692,EUR,2024-10-29,,,CPTY_OFF_BAL_0210,bank,2024-12-31,guarantee,27842.17993873692,0.3677391764046898,2026-04-29,,,,,,,,19.78798633429582,27822.391952402624,mock_generator,1.0
OFF_BAL_00001211,off_balance,99999,506411078.9281168,RUB,2024-08-15,,,CPTY_OFF_BAL_0211,bank,2024-12-31,forward,506411078.9281168,,2025-08-11,2025-08-11,FX_FORWARD,RUB,USD,506411078.9281168,5957777.399154316,,,,mock_generator,1.0
OFF_BAL_00001212,off_balance,99999,120832100.650663,RUB,2024-11-09,,,CPTY_OFF_BAL_0212,corporate,2024-12-31,guarantee,120832100.650663,0.5725046816923907,2027-10-21,,,,,,,,20197607.338804036,100634493.31185897,mock_generator,1.0
OFF_BAL_00001213,off_balance,99999,9988062.1088092,RUB,2024-11-21,,,CPTY_OFF_BAL_0213,corporate,2024-12-31,credit_line,9988062.1088092,0.2276468218582536,2025-09-06,,,,,,,,2824127.2197104567,7163934.889098743,mock_generator,1.0
OFF_BAL_00001214,off_balance,99999,23808710.178595565,RUB,2024-08-16,,,CPTY_OFF_BAL_0214,corporate,2024-12-31,forward,23808710.178595565,,2026-02-24,2026-02-24,FX_FORWARD,RUB,EUR,23808710.178595565,264541.2242066174,,,,mock_generator,1.0
OFF_BAL_00001215,off_balance,99999,5495834.107711713,RUB,2024-07-24,,,CPTY_OFF_BAL_0215,bank,2024-12-31,guarantee,5495834.107711713,0.5064112863588055,2027-12-26,,,,,,,,1644739.9983499956,3851094.1093617175,mock_generator,1.0
OFF_BAL_00001216,off_balance,99999,204318.18243261368,EUR,2024-09-11,,,CPTY_OFF_BAL_0216,corporate,2024-12-31,credit_line,204318.18243261368,0.34052984398688074,2027-05-02,,,,,,,,93896.39922285512,110421.78320975856,mock_generator,1.0
OFF_BAL_00001217,off_balance,99999,266210.0198199657,USD,2024-07-12,,,CPTY_OFF_BAL_0217,corporate,2024-12-31,forward,266210.0198199657,,2025-06-20,2025-06-20,FX_FORWARD,USD,EUR,266210.0198199657,22627851.684697084,,,,mock_generator,1.0
OFF_BAL_00001218,off_balance,99999,8229559.459989546,RUB,2024-10-13,,,CPTY_OFF_BAL_0218,corporate,2024-12-31,credit_line,8229559.459989546,0.4966171156755185,2026-01-12,,,,,,,,2246627.206368724,5982932.253620822,mock_generator,1.0
OFF_BAL_00001219,off_balance,99999,951572716.2098546,RUB,2024-08-17,,,CPTY_OFF_BAL_0219,government,2024-12-31,credit_line,951572716.2098546,0.2508387539900826,2025-04-15,,,,,,,,339513297.58187133,612059418.6279833,mock_generator,1.0
OFF_BAL_00001220,off_balance,99999,1138606.325994162,RUB,2024-12-08,,,CPTY_OFF_BAL_0220,corporate,2024-12-31,guarantee,1138606.325994162,0.21853477213928546,2027-11-16,,,,,,,,448172.09406786854,690434.2319262933,mock_generator,1.0
OFF_BAL_00001221,off_balance,99999,101605219.59796146,RUB,2024-12-26,,0.08909805812913058,CPTY_OFF_BAL_0221,corporate,2024-12-31,swap,101605219.59796146,,2026-11-27,2026-11-27,IRS,RUB,RUB,,,True,,,mock_generator,1.0
OFF_BAL_00001222,off_balance,99999,18489321.765946113,RUB,2024-08-30,,,CPTY_OFF_BAL_0222,corporate,2024-12-31,guarantee,18489321.765946113,0.4930128484390925,2026-08-22,,,,,,,,1898065.906360378,16591255.859585734,mock_generator,1.0
OFF_BAL_00001223,off_balance,99999,2176748.4290035414,USD,2024-07-17,,,CPTY_OFF_BAL_0223,bank,2024-12-31,credit_line,2176748.4290035414,0.4798637785233396,2026-11-08,,,,,,,,410357.0660236885,1766391.3629798528,mock_generator,1.0
OFF_BAL_00001224,off_balance,99999,264255721.77077168,RUB,2024-10-16,,0.10864343056088133,CPTY_OFF_BAL_0224,corporate,2024-12-31,swap,264255721.77077168,,2026-02-26,2026-02-26,IRS,RUB,RUB,,,True,,,mock_generator,1.0
OFF_BAL_00001225,off_balance,99999,24762.289756140217,EUR,2024-09-23,,,CPTY_OFF_BAL_0225,bank,2024-12-31,guarantee,24762.289756140217,0.5829706033436775,2027-12-16,,,,,,,,7726.671984732715,17035.617771407502,mock_generator,1.0
OFF_BAL_00001226,off_balance,99999,253275061.83457458,RUB,2024-09-03,,,CPTY_OFF_BAL_0226,corporate,2024-12-31,forward,253275061.83457458,,2026-10-02,2026-10-02,FX_FORWARD,RUB,USD,253275061.83457458,2979706.6098185247,,,,mock_generator,1.0
OFF_BAL_00001227,off_balance,99999,181406143.9930412,RUB,2024-12-27,,,CPTY_OFF_BAL_0227,government,2024-12-31,credit_line,181406143.9930412,0.21064014198362116,2026-05-28,,,,,,,,26859211.41784132,154546932.57519987,mock_generator,1.0
OFF_BAL_00001228,off_balance,99999,6090546.171291994,RUB,2024-09-29,,,CPTY_OFF_BAL_0228,corporate,2024-12-31,credit_line,6090546.171291994,0.32238805143647586,2027-09-21,,,,,,,,1071822.1598633227,5018724.011428671,mock_generator,1.0
OFF_BAL_00001229,off_balance,99999,115696254.82597803,RUB,2024-11-16,,,CPTY_OFF_BAL_0229,bank,2024-12-31,guarantee,115696254.82597803,0.4961193526093794,2026-01-03,,,,,,,,47021138.37047936,68675116.45549867,mock_generator,1.0
OFF_BAL_00001230,off_balance,99999,37294644.08225634,RUB,2024-11-23,,,CPTY_OFF_BAL_0230,corporate,2024-12-31,guarantee,37294644.08225634,0.38157067396288036,2027-02-28,,,,,,,,5712317.796960296,31582326.285296045,mock_generator,1.0
OFF_BAL_00001231,off_balance,99999,243194.5152353522,EUR,2024-09-30,,,CPTY_OFF_BAL_0231,corporate,2024-12-31,guarantee,243194.5152353522,0.2523604050114775,2027-09-22,,,,,,,,73582.76244745574,169611.7527878965,mock_generator,1.0
OFF_BAL_00001232,off_balance,99999,6925769.39637605,USD,2024-07-06,,0.09910712387610723,CPTY_OFF_BAL_0232,corporate,2024-12-31,swap,6925769.39637605,,2026-05-21,2026-05-21,IRS,USD,USD,,,False,,,mock_generator,1.0
OFF_BAL_00001233,off_balance,99999,28428914.181727327,RUB,2024-11-15,,,CPTY_OFF_BAL_0233,corporate,2024-12-31,guarantee,28428914.181727327,0.3784829804313402,2027-09-19,,,,,,,,7819462.971295025,20609451.210432302,mock_generator,1.0
OFF_BAL_00001234,off_balance,99999,3862502.640117057,RUB,2024-07-27,,,CPTY_OFF_BAL_0234,bank,2024-12-31,guarantee,3862502.640117057,0.3904545639609287,2025-07-23,,,,,,,,407011.6318015003,3455491.0083155567,mock_generator,1.0
OFF_BAL_00001235,off_balance,99999,94496315.80929045,RUB,2024-08-09,,,CPTY_OFF_BAL_0235,corporate,2024-12-31,guarantee,94496315.80929045,0.3503039986407149,2025-12-25,,,,,,,,39432220.39366254,55064095.41562791,mock_generator,1.0
OFF_BAL_00001236,off_balance,99999,58277.48169279577,USD,2024-11-05,,,CPTY_OFF_BAL_0236,corporate,2024-12-31,credit_line,58277.48169279577,0.4121193745780693,2025-04-21,,,,,,,,11863.223934457967,46414.25775833781,mock_generator,1.0
OFF_BAL_00001237,off_balance,99999,10000000.0,RUB,2024-10-27,,,CPTY_OFF_BAL_0237,bank,2024-12-31,forward,10000000.0,,2025-10-04,2025-10-04,FX_FORWARD,RUB,EUR,10000000.0,111111.11111111111,,,,mock_generator,1.0
OFF_BAL_00001238,off_balance,99999,2688488.763458793,RUB,2024-10-01,,,CPTY_OFF_BAL_0238,corporate,2024-12-31,credit_line,2688488.763458793,0.5249271050390745,2025-04-22,,,,,,,,917349.8611414862,1771138.902317307,mock_generator,1.0
OFF_BAL_00001239,off_balance,99999,10000000.0,RUB,2024-10-14,,0.11167885176281583,CPTY_OFF_BAL_0239,corporate,2024-12-31,swap,10000000.0,,2026-12-24,2026-12-24,IRS,RUB,RUB,,,True,,,mock_generator,1.0
OFF_BAL_00001240,off_balance,99999,199920563.33840367,RUB,2024-11-15,,,CPTY_OFF_BAL_0240,corporate,2024-12-31,credit_line,199920563.33840367,0.28513024036287604,2026-01-29,,,,,,,,6390975.5954255555,193529587.74297813,mock_generator,1.0
OFF_BAL_00001241,off_balance,99999,1000000.0,RUB,2024-07-15,,,CPTY_OFF_BAL_0241,corporate,2024-12-31,credit_line,1000000.0,0.27189043803797736,2025-05-08,,,,,,,,229857.29247133972,770142.7075286603,mock_generator,1.0
OFF_BAL_00001242,off_balance,99999,115241825.18065223,RUB,2024-12-16,,,CPTY_OFF_BAL_0242,corporate,2024-12-31,forward,115241825.18065223,,2025-09-10,2025-09-10,FX_FORWARD,RUB,EUR,115241825.18065223,1280464.7242294692,,,,mock_generator,1.0
OFF_BAL_00001243,off_balance,99999,1348961.5292329437,USD,2024-08-04,,0.05669723078411797,CPTY_OFF_BAL_0243,bank,2024-12-31,swap,1348961.5292329437,,2026-10-29,2026-10-29,IRS,USD,USD,,,True,,,mock_generator,1.0
