instrument_id,instrument_type,balance_account,amount,currency,start_date,maturity_date,interest_rate,counterparty_id,counterparty_type,as_of_date,liability_category,is_monetary,priority_level,data_source,version
OTHER_LIAB_00001040,other_liability,60303,2896260.9559842316,RUB,2024-12-22,2025-03-11,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001041,other_liability,60401,151471.65264803963,RUB,2024-12-27,2025-02-27,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001042,other_liability,60401,3677491.830670321,RUB,2024-12-26,2025-03-20,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00001043,other_liability,60401,34884677.48636783,RUB,2024-11-26,2025-09-27,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001044,other_liability,60401,546256.0704757555,RUB,2024-12-02,2025-08-26,,,,2024-12-31,other,True,subordinated,mock_generator,1.0
OTHER_LIAB_00001045,other_liability,60302,1025186.9867890363,RUB,2024-12-21,2026-02-05,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001046,other_liability,60303,1357031.388726396,RUB,2024-12-24,2025-01-25,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001047,other_liability,60302,77375.04906184874,RUB,2024-12-30,2025-01-08,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001048,other_liability,60401,1625925.7227151555,RUB,2024-12-18,2025-02-17,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001049,other_liability,60302,13042357.398618046,RUB,2024-10-01,2025-12-04,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001050,other_liability,60401,1540325.6786875443,RUB,2024-12-31,2025-01-14,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001051,other_liability,60302,1015880.4809503953,RUB,2024-08-25,2025-10-31,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001052,other_liability,60302,2687397.796483702,RUB,2024-12-26,2025-02-25,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001053,other_liability,60303,298960.8235673201,USD,2024-12-27,2025-01-25,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001054,other_liability,60302,7319934.813622617,RUB,2024-12-29,2025-01-07,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001055,other_liability,60302,8256965.589177728,RUB,2024-12-31,2025-10-24,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001056,other_liability,60303,500000.0,RUB,2024-09-14,2026-03-17,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001057,other_liability,60401,5364553.1891512675,RUB,2024-12-15,2025-02-15,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001058,other_liability,60401,4492608.483479235,RUB,2024-12-31,2025-01-21,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001059,other_liability,60302,2700933.06033532,RUB,2024-12-29,2025-08-09,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001060,other_liability,60401,786828.4045127571,RUB,2024-12-30,2025-01-09,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001061,other_liability,60303,4355076.301214828,RUB,2024-12-03,2025-07-17,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00001062,other_liability,60303,166830394.0372134,RUB,2024-12-22,2026-01-26,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001063,other_liability,60302,156491.28811509753,RUB,2024-12-30,2025-01-26,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001064,other_liability,60303,596320.2512148618,RUB,2024-12-28,2025-01-22,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001065,other_liability,60303,1537367.0471273807,RUB,2024-12-16,2025-02-12,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001066,other_liability,60303,382991.3445047398,RUB,2024-12-25,2025-01-21,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001067,other_liability,60401,12074486.039490473,RUB,2024-09-20,2026-03-17,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001068,other_liability,60401,5736032.9068174595,RUB,2024-12-24,2025-01-29,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001069,other_liability,60303,37622860.51041162,RUB,2024-11-12,2025-05-28,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001070,other_liability,60401,103577.44670603122,RUB,2024-10-28,2025-10-26,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001071,other_liability,60401,471368.32461818034,RUB,2024-12-30,2025-01-20,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001072,other_liability,60303,4087263.2687778897,RUB,2024-12-03,2025-09-10,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001073,other_liability,60401,3292423.1364442986,RUB,2024-12-11,2025-02-22,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001074,other_liability,60302,95099.23800937967,RUB,2024-12-31,2025-01-09,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001075,other_liability,60401,23662729.226007015,RUB,2024-11-22,2025-06-13,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001076,other_liability,60303,331218.43823253986,RUB,2024-06-16,2026-05-27,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001077,other_liability,60303,102931.80685512388,RUB,2024-12-26,2025-02-19,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001078,other_liability,60302,42082833.48099952,RUB,2024-08-14,2026-06-28,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00001079,other_liability,60401,500000.0,RUB,2024-12-04,2026-08-11,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001080,other_liability,60302,630032.3442564969,RUB,2024-12-27,2025-01-21,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00001081,other_liability,60302,5587323.06678423,RUB,2024-12-27,2025-01-24,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00001082,other_liability,60303,761638.549611857,RUB,2024-12-30,2025-01-07,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001083,other_liability,60303,802823.6417721095,RUB,2024-12-28,2025-01-23,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00001084,other_liability,60302,7900415.729878153,RUB,2024-12-31,2025-07-29,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001085,other_liability,60303,2730379.61214223,RUB,2024-12-28,2025-01-26,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001086,other_liability,60401,223445.4049930854,RUB,2024-12-28,2025-01-09,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001087,other_liability,60401,18209231.063476615,RUB,2024-12-12,2025-09-06,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00001088,other_liability,60302,1332165.979682016,RUB,2024-12-30,2025-01-25,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001089,other_liability,60401,12155042.274512177,RUB,2024-12-31,2025-08-19,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001090,other_liability,60401,7530130.383619808,RUB,2024-09-15,2026-03-28,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001091,other_liability,60401,3080078.4270481947,RUB,2024-11-21,2025-09-04,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001092,other_liability,60302,500000.0,RUB,2024-12-02,2025-10-06,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001093,other_liability,60401,28506059.062463343,RUB,2024-12-24,2025-01-22,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001094,other_liability,60401,26158.101018097608,USD,2024-12-29,2025-01-07,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001095,other_liability,60303,19916797.744830176,RUB,2024-12-31,2025-02-18,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001096,other_liability,60302,315294.0489233035,RUB,2024-12-28,2025-01-25,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001097,other_liability,60302,15040.112009552984,USD,2024-12-26,2025-02-21,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001098,other_liability,60303,3423577.5343779163,RUB,2024-10-17,2025-10-21,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00001099,other_liability,60401,64723.50823214241,RUB,2024-11-12,2025-05-31,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001100,other_liability,60401,500000.0,RUB,2024-11-10,2025-05-26,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001101,other_liability,60302,18012630.034290444,RUB,2024-07-30,2026-07-17,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001102,other_liability,60303,49127001.83925193,RUB,2024-12-28,2025-02-09,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001103,other_liability,60401,323921.1841221673,RUB,2024-12-31,2025-01-24,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001104,other_liability,60401,210688.7067821203,RUB,2024-12-27,2025-03-07,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001105,other_liability,60303,1414548246.6750667,RUB,2024-11-22,2025-08-26,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001106,other_liability,60401,46474781.778466254,RUB,2024-12-20,2025-02-09,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001107,other_liability,60302,1352243.1180913239,RUB,2024-12-29,2025-01-28,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00001108,other_liability,60401,50000.0,RUB,2024-12-31,2025-01-06,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001109,other_liability,60302,3147995.1260424727,RUB,2024-10-02,2025-10-29,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001110,other_liability,60303,8179848.564702078,RUB,2024-11-03,2025-08-22,,,,2024-12-31,other,True,subordinated,mock_generator,1.0
OTHER_LIAB_00001111,other_liability,60401,246015.15256385168,RUB,2024-12-29,2025-01-12,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001112,other_liability,60302,115922.4326054961,USD,2024-12-27,2025-01-10,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001113,other_liability,60302,400632.80925469496,RUB,2024-12-31,2025-01-03,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001114,other_liability,60401,6841744.745830565,RUB,2024-12-30,2025-02-13,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001115,other_liability,60401,16885036.841480087,RUB,2024-12-27,2025-01-16,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001116,other_liability,60302,1011950.5471905845,RUB,2024-12-31,2025-01-30,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001117,other_liability,60303,75243959.2526994,RUB,2024-09-01,2026-01-19,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001118,other_liability,60303,500000.0,RUB,2024-08-12,2025-12-06,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001119,other_liability,60302,10260483.117590459,RUB,2024-12-30,2025-03-17,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001120,other_liability,60401,500000.0,RUB,2024-10-31,2025-07-11,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001121,other_liability,60401,19246462.060600773,RUB,2024-11-07,2026-04-15,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001122,other_liability,60302,977131.0226646177,RUB,2024-10-03,2025-12-27,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00001123,other_liability,60401,7634593.539563735,RUB,2024-11-01,2025-06-11,,,,2024-12-31,other,True,subordinated,mock_generator,1.0
OTHER_LIAB_00001124,other_liability,60303,34946647.08270436,RUB,2024-08-28,2026-07-23,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001125,other_liability,60302,6969893.027377396,RUB,2024-12-25,2025-01-27,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001126,other_liability,60303,18636.385605157382,USD,2024-12-18,2025-12-28,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001127,other_liability,60401,7442249.23838692,RUB,2024-12-25,2025-02-26,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001128,other_liability,60303,262718.88299906615,RUB,2024-12-23,2025-02-13,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001129,other_liability,60401,77589.62258741198,RUB,2024-12-31,2025-01-17,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001130,other_liability,60302,24157756.286070723,RUB,2024-12-28,2025-01-28,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001131,other_liability,60401,44299.381031666155,RUB,2024-12-27,2025-02-06,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001132,other_liability,60303,11316590.768237501,RUB,2024-11-13,2026-02-23,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001133,other_liability,60303,21166450.739598375,RUB,2024-12-21,2025-02-06,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001134,other_liability,60401,7458189.821503394,RUB,2024-12-26,2025-02-12,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001135,other_liability,60302,1701540.6431166762,RUB,2024-12-26,2025-01-16,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001136,other_liability,60303,133472732.80595495,RUB,2024-12-20,2025-11-14,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001137,other_liability,60401,25222884.983965147,RUB,2024-11-03,2025-07-15,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001138,other_liability,60401,5243417.6974499235,RUB,2024-12-31,2025-01-18,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001139,other_liability,60401,55532.79985758316,RUB,2024-12-30,2025-01-22,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001140,other_liability,60303,3559795.5227763816,RUB,2024-12-26,2025-02-03,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001141,other_liability,60303,78509389.56823114,RUB,2024-10-22,2026-07-06,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001142,other_liability,60401,848393.8587442174,RUB,2024-11-17,2026-02-03,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001143,other_liability,60303,1964741.6456735185,RUB,2024-12-28,2025-03-10,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001144,other_liability,60302,1576275.0969442052,RUB,2024-09-11,2026-01-11,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001145,other_liability,60303,6089967.590346174,RUB,2024-12-27,2025-02-17,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001146,other_liability,60401,56150751.02965689,RUB,2024-08-31,2026-01-14,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001147,other_liability,60302,308975463.8877153,RUB,2024-12-30,2025-02-28,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001148,other_liability,60303,614035.011172956,RUB,2024-12-31,2025-01-04,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001149,other_liability,60401,3820933.3297695364,RUB,2024-11-27,2026-04-07,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001150,other_liability,60302,577499.4614643056,RUB,2024-12-28,2025-01-13,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001151,other_liability,60302,172477.4011471365,RUB,2024-12-29,2025-01-13,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001152,other_liability,60303,251059971.1809263,RUB,2024-12-27,2025-03-20,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001153,other_liability,60302,4116961.801419032,RUB,2024-12-10,2025-03-07,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001154,other_liability,60303,91820.43243810511,RUB,2024-12-29,2025-01-14,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001155,other_liability,60303,4156440.7445007474,RUB,2024-11-20,2025-08-07,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001156,other_liability,60401,11839335.571387142,RUB,2024-12-17,2025-09-13,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00001157,other_liability,60303,10895875.597185144,RUB,2024-10-28,2026-04-30,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001158,other_liability,60401,36125669.361478426,RUB,2024-12-31,2025-01-23,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001159,other_liability,60302,368196.7534024934,RUB,2024-12-25,2025-01-18,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001160,other_liability,60302,64184.46586080013,RUB,2024-12-29,2025-01-19,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001161,other_liability,60401,106392.41306407242,RUB,2024-12-15,2025-03-12,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001162,other_liability,60401,7537850.372068677,RUB,2024-12-24,2025-01-22,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001163,other_liability,60302,193260.97501319926,USD,2024-12-31,2025-02-09,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001164,other_liability,60303,11104756.438452771,RUB,2024-12-29,2025-01-12,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001165,other_liability,60401,1049241.9406175406,RUB,2024-11-23,2026-04-01,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001166,other_liability,60303,48728.37179399436,RUB,2024-12-14,2025-03-09,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001167,other_liability,60303,2719676.0460863267,RUB,2024-12-30,2025-02-03,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00001168,other_liability,60401,50000.0,RUB,2024-12-30,2025-01-08,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001169,other_liability,60302,308276.40094189864,RUB,2024-12-31,2025-01-15,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001170,other_liability,60303,10801501.556457745,RUB,2024-12-26,2026-09-21,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001171,other_liability,60401,5348758.196793113,RUB,2024-12-31,2025-01-01,,,,2024-12-31,payroll,True,subordinated,mock_generator,1.0
OTHER_LIAB_00001172,other_liability,60303,13673097.864081597,RUB,2024-12-28,2026-08-07,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001173,other_liability,60401,1894938.691106436,RUB,2024-12-29,2025-02-11,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001174,other_liability,60401,18324.672654685717,USD,2024-10-09,2026-08-30,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001175,other_liability,60303,260976866.3783264,RUB,2024-12-19,2025-03-12,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001176,other_liability,60401,2880868.8714261414,RUB,2024-12-12,2025-07-05,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001177,other_liability,60302,5873601.5726976795,RUB,2024-12-23,2025-02-26,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001178,other_liability,60302,50832179.96897203,RUB,2024-10-18,2026-09-12,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001179,other_liability,60401,49002229.7286119,RUB,2024-10-10,2025-09-22,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001180,other_liability,60302,3435874.442457203,RUB,2024-12-17,2025-09-23,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001181,other_liability,60401,219457.38617082252,RUB,2024-09-23,2026-08-07,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001182,other_liability,60303,153614.04159414588,RUB,2024-12-31,2025-01-19,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001183,other_liability,60302,1481754.3383325993,RUB,2024-12-30,2025-01-23,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001184,other_liability,60303,46200390.22011882,RUB,2024-09-23,2026-01-11,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001185,other_liability,60302,1577515.0959313165,RUB,2024-12-23,2025-03-12,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001186,other_liability,60401,1799955.6123109949,RUB,2024-12-29,2025-01-25,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001187,other_liability,60302,1837047.667165955,RUB,2024-12-29,2025-01-13,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001188,other_liability,60401,1065120523.0317198,RUB,2024-07-13,2026-05-11,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001189,other_liability,60302,882188.5217476729,RUB,2024-12-31,2025-01-01,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001190,other_liability,60401,16116102.631527597,RUB,2024-12-13,2025-02-16,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001191,other_liability,60303,554228.7685350399,RUB,2024-12-30,2025-02-04,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001192,other_liability,60401,117584.12244893219,RUB,2024-12-27,2025-01-15,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001193,other_liability,60303,93964.57320297157,RUB,2024-12-31,2025-01-12,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001194,other_liability,60401,500000.0,RUB,2024-10-02,2025-08-11,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001195,other_liability,60303,1216277.1559309096,RUB,2024-12-29,2025-01-09,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001196,other_liability,60401,2666777.8096075593,RUB,2024-12-28,2025-02-23,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001197,other_liability,60303,1036525.9887139027,RUB,2024-12-26,2025-01-22,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001198,other_liability,60302,1162939.8592410793,RUB,2024-09-13,2026-05-17,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00001199,other_liability,60302,7930607.082204468,RUB,2024-12-30,2025-01-16,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001200,other_liability,60303,1513361.093654659,RUB,2024-10-29,2026-09-26,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001201,other_liability,60302,36354793.8966986,RUB,2024-10-08,2025-09-24,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001202,other_liability,60401,460922.1175269108,RUB,2024-12-17,2025-03-10,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001203,other_liability,60303,19836449.46135115,RUB,2024-12-06,2025-07-31,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001204,other_liability,60302,346007.0365731778,RUB,2024-12-27,2025-01-24,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001205,other_liability,60302,176954.7128083573,RUB,2024-12-26,2025-01-20,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001206,other_liability,60303,24035504.4451847,RUB,2024-12-30,2025-01-20,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001207,other_liability,60302,574460.1241305086,RUB,2024-12-25,2025-01-27,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001208,other_liability,60401,3316395.8622166403,RUB,2024-07-29,2026-03-08,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001209,other_liability,60303,36097083.991436385,RUB,2024-08-25,2025-10-30,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001210,other_liability,60401,459648.23921145475,RUB,2024-12-25,2025-01-16,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001211,other_liability,60302,37633018.54241174,RUB,2024-12-16,2025-11-27,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001212,other_liability,60401,20698098.307831176,RUB,2024-12-29,2025-03-07,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001213,other_liability,60302,1500391.590882775,RUB,2024-12-31,2025-01-08,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001214,other_liability,60303,627916.2249502499,RUB,2024-12-30,2025-03-10,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001215,other_liability,60302,63867754.316061296,RUB,2024-12-17,2025-02-20,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001216,other_liability,60303,178864.57420937627,RUB,2024-12-17,2025-02-05,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001217,other_liability,60302,29526582.53128684,RUB,2024-12-29,2025-01-09,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001218,other_liability,60302,15042928.408298517,RUB,2024-12-29,2025-03-04,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00001219,other_liability,60401,5663275.98868363,RUB,2024-10-08,2025-10-18,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001220,other_liability,60302,873964.9894159636,RUB,2024-12-29,2025-01-09,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
