instrument_id,instrument_type,balance_account,amount,currency,start_date,maturity_date,interest_rate,counterparty_id,counterparty_type,as_of_date,is_placement,counterparty_bank,credit_rating,data_source,version
MBK_00007423,interbank_loan,32101,19663331.550393496,RUB,2024-12-31,2025-01-01,0.1627341977603352,BANK_023,bank,2024-12-31,True,Bank_023,AA,mock_generator,1.0
MBK_00007424,interbank_loan,32002,29811664.881958243,RUB,2024-12-31,2025-01-01,0.16163362342375237,BANK_024,bank,2024-12-31,True,Bank_024,A,mock_generator,1.0
MBK_00007425,interbank_loan,32102,-25573509.31931858,RUB,2024-12-24,2025-03-24,0.16529146220355223,BANK_025,bank,2024-12-31,False,Bank_025,A,mock_generator,1.0
MBK_00007426,interbank_loan,32001,-37024945.39161979,RUB,2024-12-14,2025-01-13,0.16256236102229493,BANK_026,bank,2024-12-31,False,Bank_026,A,mock_generator,1.0
MBK_00007427,interbank_loan,32101,-12043934.275829846,RUB,2024-12-04,2025-12-04,0.16138002081326502,BANK_027,bank,2024-12-31,False,Bank_027,BBB,mock_generator,1.0
MBK_00007428,interbank_loan,32001,15928761.935684968,RUB,2024-12-26,2025-01-09,0.16469937685687397,BANK_028,bank,2024-12-31,True,Bank_028,AA,mock_generator,1.0
MBK_00007429,interbank_loan,32001,5000000.0,RUB,2024-12-26,2025-01-25,0.15541837032500658,BANK_029,bank,2024-12-31,True,Bank_029,BBB,mock_generator,1.0
MBK_00007430,interbank_loan,32002,149943.44817677335,USD,2024-12-31,2025-01-07,0.0636186722651976,BANK_030,bank,2024-12-31,True,Bank_030,AA,mock_generator,1.0
MBK_00007431,interbank_loan,32001,5000000.0,RUB,2024-12-31,2025-01-01,0.17260983432181803,BANK_031,bank,2024-12-31,True,Bank_031,A,mock_generator,1.0
MBK_00007432,interbank_loan,32002,-11381350.176257629,RUB,2024-12-20,2025-01-03,0.16569991979579876,BANK_032,bank,2024-12-31,False,Bank_032,AAA,mock_generator,1.0
MBK_00007433,interbank_loan,32001,193654.83854472951,USD,2024-12-23,2025-01-06,0.055465214433344234,BANK_033,bank,2024-12-31,True,Bank_033,A,mock_generator,1.0
MBK_00007434,interbank_loan,32101,21934160.061226066,RUB,2024-12-17,2025-01-16,0.16307124469499695,BANK_034,bank,2024-12-31,True,Bank_034,BBB,mock_generator,1.0
MBK_00007435,interbank_loan,32101,-5000000.0,RUB,2024-12-09,2025-01-08,0.16700005347032523,BANK_035,bank,2024-12-31,False,Bank_035,BBB,mock_generator,1.0
MBK_00007436,interbank_loan,32102,-594071.4389388134,USD,2024-12-27,2025-01-03,0.06292119303135292,BANK_036,bank,2024-12-31,False,Bank_036,AAA,mock_generator,1.0
MBK_00007437,interbank_loan,32001,-58823.529411764706,EUR,2024-12-23,2025-06-21,0.05434874961650158,BANK_037,bank,2024-12-31,False,Bank_037,BBB,mock_generator,1.0
MBK_00007438,interbank_loan,32001,16004691.191558594,RUB,2024-12-19,2025-01-18,0.15765243356296046,BANK_038,bank,2024-12-31,True,Bank_038,A,mock_generator,1.0
MBK_00007439,interbank_loan,32002,-12551382.436725164,RUB,2024-12-16,2025-01-15,0.1704593007944885,BANK_039,bank,2024-12-31,False,Bank_039,BBB,mock_generator,1.0
MBK_00007440,interbank_loan,32101,44687604.78299858,RUB,2024-12-23,2025-01-06,0.16703300079599384,BANK_040,bank,2024-12-31,True,Bank_040,A,mock_generator,1.0
MBK_00007441,interbank_loan,32001,33560750.4996547,RUB,2024-12-30,2025-01-29,0.16471452639394443,BANK_041,bank,2024-12-31,True,Bank_041,AA,mock_generator,1.0
MBK_00007442,interbank_loan,32001,129202818.9790844,RUB,2024-12-27,2025-01-10,0.16546569632019684,BANK_042,bank,2024-12-31,True,Bank_042,AAA,mock_generator,1.0
MBK_00007443,interbank_loan,32001,5000000.0,RUB,2024-12-08,2025-01-07,0.1629943851793114,BANK_043,bank,2024-12-31,True,Bank_043,AA,mock_generator,1.0
MBK_00007444,interbank_loan,32001,37353872.55756367,RUB,2024-12-13,2025-01-12,0.15800426930281022,BANK_044,bank,2024-12-31,True,Bank_044,BBB,mock_generator,1.0
MBK_00007445,interbank_loan,32102,14758357.195435818,RUB,2024-12-26,2025-01-09,0.15917436935775078,BANK_045,bank,2024-12-31,True,Bank_045,BBB,mock_generator,1.0
MBK_00007446,interbank_loan,32002,13247204.240537817,RUB,2024-12-02,2025-01-01,0.16666117702991126,BANK_046,bank,2024-12-31,True,Bank_046,AA,mock_generator,1.0
MBK_00007447,interbank_loan,32101,-102977144.84212257,RUB,2024-12-31,2025-01-14,0.17358782222704655,BANK_047,bank,2024-12-31,False,Bank_047,BBB,mock_generator,1.0
MBK_00007448,interbank_loan,32102,14493287.197277162,RUB,2024-12-21,2025-06-19,0.17245787140556626,BANK_048,bank,2024-12-31,True,Bank_048,A,mock_generator,1.0
MBK_00007449,interbank_loan,32102,16584051.82850014,RUB,2024-12-27,2025-01-26,0.16845849614242014,BANK_049,bank,2024-12-31,True,Bank_049,A,mock_generator,1.0
MBK_00007450,interbank_loan,32002,-17013344.989811737,RUB,2024-12-31,2025-01-07,0.1560683397568357,BANK_050,bank,2024-12-31,False,Bank_050,A,mock_generator,1.0
MBK_00007451,interbank_loan,32102,240144.86649844103,USD,2024-12-25,2025-03-25,0.0660268100905658,BANK_051,bank,2024-12-31,True,Bank_051,BBB,mock_generator,1.0
MBK_00007452,interbank_loan,32002,-8280164.106586343,RUB,2024-12-08,2025-06-06,0.17195703413606744,BANK_052,bank,2024-12-31,False,Bank_052,BBB,mock_generator,1.0
MBK_00007453,interbank_loan,32101,-5000000.0,RUB,2024-12-27,2025-01-03,0.16293099404185427,BANK_053,bank,2024-12-31,False,Bank_053,BB,mock_generator,1.0
MBK_00007454,interbank_loan,32102,-28107099.109016024,RUB,2024-12-06,2025-01-05,0.15739844001194656,BANK_054,bank,2024-12-31,False,Bank_054,A,mock_generator,1.0
MBK_00007455,interbank_loan,32102,-7127553.045280247,RUB,2024-12-20,2025-12-20,0.1743478646401331,BANK_055,bank,2024-12-31,False,Bank_055,BBB,mock_generator,1.0
MBK_00007456,interbank_loan,32001,118470.96364008554,USD,2024-12-25,2025-01-01,0.05459126241916282,BANK_056,bank,2024-12-31,True,Bank_056,BBB,mock_generator,1.0
MBK_00007457,interbank_loan,32001,-15076680.38949735,RUB,2024-12-31,2025-01-01,0.15613130658435725,BANK_057,bank,2024-12-31,False,Bank_057,A,mock_generator,1.0
MBK_00007458,interbank_loan,32102,-35780499.532208644,RUB,2024-12-28,2025-01-04,0.15876356613443907,BANK_058,bank,2024-12-31,False,Bank_058,AAA,mock_generator,1.0
MBK_00007459,interbank_loan,32102,-2514940.385427564,USD,2024-12-12,2025-06-10,0.05970059041149665,BANK_059,bank,2024-12-31,False,Bank_059,A,mock_generator,1.0
MBK_00007460,interbank_loan,32102,-643123248.0359716,RUB,2024-12-19,2025-01-02,0.1655563641546777,BANK_060,bank,2024-12-31,False,Bank_060,AA,mock_generator,1.0
MBK_00007461,interbank_loan,32002,10267762.865838809,RUB,2024-12-05,2025-06-03,0.16462262593270793,BANK_061,bank,2024-12-31,True,Bank_061,AAA,mock_generator,1.0
MBK_00007462,interbank_loan,32102,637663.9769907828,EUR,2024-12-20,2025-01-03,0.05321286905930809,BANK_062,bank,2024-12-31,True,Bank_062,BBB,mock_generator,1.0
MBK_00007463,interbank_loan,32002,-171478.41632737554,EUR,2024-12-31,2025-01-30,0.04747933848780285,BANK_063,bank,2024-12-31,False,Bank_063,A,mock_generator,1.0
MBK_00007464,interbank_loan,32002,-98643651.58341236,RUB,2024-12-05,2025-01-04,0.1604626141727997,BANK_064,bank,2024-12-31,False,Bank_064,AA,mock_generator,1.0
MBK_00007465,interbank_loan,32102,-25423385.833410952,RUB,2024-12-31,2025-01-01,0.17400205058225904,BANK_065,bank,2024-12-31,False,Bank_065,AA,mock_generator,1.0
MBK_00007466,interbank_loan,32102,-5000000.0,RUB,2024-12-11,2025-03-11,0.16962819232894477,BANK_066,bank,2024-12-31,False,Bank_066,BBB,mock_generator,1.0
MBK_00007467,interbank_loan,32102,5716629.141523082,USD,2024-12-18,2025-01-01,0.053486546715502986,BANK_067,bank,2024-12-31,True,Bank_067,BBB,mock_generator,1.0
MBK_00007468,interbank_loan,32002,-79558.7330256919,USD,2024-12-15,2025-01-14,0.06916526251118885,BANK_068,bank,2024-12-31,False,Bank_068,BBB,mock_generator,1.0
MBK_00007469,interbank_loan,32002,571778.2979287733,USD,2024-12-18,2025-06-16,0.060998804866248924,BANK_069,bank,2024-12-31,True,Bank_069,AA,mock_generator,1.0
MBK_00007470,interbank_loan,32001,788134.002618176,USD,2024-12-30,2025-12-30,0.05246622695783827,BANK_070,bank,2024-12-31,True,Bank_070,AAA,mock_generator,1.0
MBK_00007471,interbank_loan,32001,-10244221.401075011,RUB,2024-12-27,2025-01-10,0.1667307455968492,BANK_071,bank,2024-12-31,False,Bank_071,BB,mock_generator,1.0
MBK_00007472,interbank_loan,32001,-80644839.99663965,RUB,2024-12-09,2025-01-08,0.1566574612680005,BANK_072,bank,2024-12-31,False,Bank_072,BBB,mock_generator,1.0
MBK_00007473,interbank_loan,32001,-83005991.35962649,RUB,2024-12-09,2025-06-07,0.15813357038398032,BANK_073,bank,2024-12-31,False,Bank_073,AAA,mock_generator,1.0
MBK_00007474,interbank_loan,32001,-9605520.656211346,RUB,2024-12-11,2025-03-11,0.17441054381449828,BANK_074,bank,2024-12-31,False,Bank_074,A,mock_generator,1.0
MBK_00007475,interbank_loan,32102,-830080.3830577084,EUR,2024-12-12,2025-03-12,0.03974486446745412,BANK_075,bank,2024-12-31,False,Bank_075,A,mock_generator,1.0
MBK_00007476,interbank_loan,32001,-209808.81423525262,EUR,2024-12-21,2025-01-04,0.04236336912890677,BANK_076,bank,2024-12-31,False,Bank_076,A,mock_generator,1.0
MBK_00007477,interbank_loan,32101,90813450.38128902,RUB,2024-12-31,2025-01-14,0.16709097410235768,BANK_077,bank,2024-12-31,True,Bank_077,BBB,mock_generator,1.0
MBK_00007478,interbank_loan,32002,91894127.62821022,RUB,2024-12-21,2025-01-20,0.1743252233557394,BANK_078,bank,2024-12-31,True,Bank_078,BBB,mock_generator,1.0
MBK_00007479,interbank_loan,32001,-42897950.376453884,RUB,2024-12-23,2025-03-23,0.15957448626059148,BANK_079,bank,2024-12-31,False,Bank_079,A,mock_generator,1.0
MBK_00007480,interbank_loan,32101,17212016.262933988,RUB,2024-12-30,2025-01-06,0.16958122878348725,BANK_080,bank,2024-12-31,True,Bank_080,BBB,mock_generator,1.0
MBK_00007481,interbank_loan,32002,131690405.25380386,RUB,2024-12-31,2025-01-01,0.1574861483029616,BANK_081,bank,2024-12-31,True,Bank_081,BBB,mock_generator,1.0
MBK_00007482,interbank_loan,32102,29602745.65704616,RUB,2024-12-28,2025-01-04,0.1648159604494279,BANK_082,bank,2024-12-31,True,Bank_082,AAA,mock_generator,1.0
MBK_00007483,interbank_loan,32001,-307814.5105217673,USD,2024-12-30,2025-01-29,0.06609455392785031,BANK_083,bank,2024-12-31,False,Bank_083,BBB,mock_generator,1.0
MBK_00007484,interbank_loan,32001,-58823.529411764706,USD,2024-12-20,2025-01-03,0.06608992967811124,BANK_084,bank,2024-12-31,False,Bank_084,AA,mock_generator,1.0
MBK_00007485,interbank_loan,32002,-133262224.44054484,RUB,2024-12-31,2025-01-01,0.17088506532585387,BANK_085,bank,2024-12-31,False,Bank_085,BBB,mock_generator,1.0
MBK_00007486,interbank_loan,32002,-1333535.2050797695,USD,2024-12-26,2025-01-25,0.06895766216944522,BANK_086,bank,2024-12-31,False,Bank_086,A,mock_generator,1.0
MBK_00007487,interbank_loan,32102,71803773.67856342,RUB,2024-12-24,2025-01-23,0.15521966374744056,BANK_087,bank,2024-12-31,True,Bank_087,AA,mock_generator,1.0
MBK_00007488,interbank_loan,32102,49089645.16671852,RUB,2024-12-31,2025-01-07,0.167749236036678,BANK_088,bank,2024-12-31,True,Bank_088,A,mock_generator,1.0
MBK_00007489,interbank_loan,32102,-84392293.01797631,RUB,2024-12-31,2025-01-14,0.1550063588853157,BANK_089,bank,2024-12-31,False,Bank_089,A,mock_generator,1.0
MBK_00007490,interbank_loan,32002,-53705511.400316745,RUB,2024-12-31,2025-01-01,0.15754048162366258,BANK_090,bank,2024-12-31,False,Bank_090,AA,mock_generator,1.0
MBK_00007491,interbank_loan,32001,-157146.29176620106,EUR,2024-12-09,2025-01-08,0.04704081743918643,BANK_091,bank,2024-12-31,False,Bank_091,A,mock_generator,1.0
MBK_00007492,interbank_loan,32102,-22437067.928632684,RUB,2024-12-26,2025-01-02,0.1612046597077648,BANK_092,bank,2024-12-31,False,Bank_092,A,mock_generator,1.0
MBK_00007493,interbank_loan,32002,-5809659.075351894,RUB,2024-12-23,2025-12-23,0.1643607360298815,BANK_093,bank,2024-12-31,False,Bank_093,BBB,mock_generator,1.0
MBK_00007494,interbank_loan,32002,20008009.463983536,RUB,2024-12-17,2025-03-17,0.17301394618070404,BANK_094,bank,2024-12-31,True,Bank_094,A,mock_generator,1.0
MBK_00007495,interbank_loan,32002,18251471.131025534,RUB,2024-12-08,2025-03-08,0.15509428431729616,BANK_095,bank,2024-12-31,True,Bank_095,A,mock_generator,1.0
MBK_00007496,interbank_loan,32102,-5000000.0,RUB,2024-12-04,2025-12-04,0.16436624741260167,BANK_096,bank,2024-12-31,False,Bank_096,AA,mock_generator,1.0
MBK_00007497,interbank_loan,32001,124607725.55741715,RUB,2024-12-03,2025-03-03,0.1698699652244837,BANK_097,bank,2024-12-31,True,Bank_097,A,mock_generator,1.0
MBK_00007498,interbank_loan,32002,-323871.7990995917,USD,2024-12-03,2025-06-01,0.06502453144748074,BANK_098,bank,2024-12-31,False,Bank_098,BB,mock_generator,1.0
MBK_00007499,interbank_loan,32001,121766.2368184639,USD,2024-12-31,2025-01-01,0.0681048573302111,BANK_099,bank,2024-12-31,True,Bank_099,BBB,mock_generator,1.0
MBK_00007500,interbank_loan,32102,-67971077.58620891,RUB,2024-12-15,2025-03-15,0.15839051439723933,BANK_000,bank,2024-12-31,False,Bank_000,BBB,mock_generator,1.0
MBK_00007501,interbank_loan,32002,290497.5167920513,EUR,2024-12-28,2025-01-11,0.05329235727766566,BANK_001,bank,2024-12-31,True,Bank_001,A,mock_generator,1.0
MBK_00007502,interbank_loan,32001,7444777.070337026,RUB,2024-12-26,2025-01-02,0.1641195822128578,BANK_002,bank,2024-12-31,True,Bank_002,A,mock_generator,1.0
MBK_00007503,interbank_loan,32002,-31339430.796928518,RUB,2024-12-26,2025-01-02,0.16972057675534236,BANK_003,bank,2024-12-31,False,Bank_003,A,mock_generator,1.0
MBK_00007504,interbank_loan,32102,-106120.93898513878,EUR,2024-12-21,2025-12-21,0.043703165180471834,BANK_004,bank,2024-12-31,False,Bank_004,A,mock_generator,1.0
MBK_00007505,interbank_loan,32001,-13822440.527785785,RUB,2024-12-12,2025-06-10,0.16434191592986921,BANK_005,bank,2024-12-31,False,Bank_005,A,mock_generator,1.0
MBK_00007506,interbank_loan,32102,-833698.4941740921,USD,2024-12-31,2025-01-01,0.06768167421073171,BANK_006,bank,2024-12-31,False,Bank_006,AAA,mock_generator,1.0
MBK_00007507,interbank_loan,32101,130199536.128649,RUB,2024-12-04,2025-12-04,0.17292723292315734,BANK_007,bank,2024-12-31,True,Bank_007,A,mock_generator,1.0
MBK_00007508,interbank_loan,32101,50520940.377322845,RUB,2024-12-31,2025-01-01,0.17220004124440855,BANK_008,bank,2024-12-31,True,Bank_008,BBB,mock_generator,1.0
MBK_00007509,interbank_loan,32002,-68426495.3497497,RUB,2024-12-06,2025-03-06,0.15642827989525954,BANK_009,bank,2024-12-31,False,Bank_009,BBB,mock_generator,1.0
MBK_00007510,interbank_loan,32101,-68501297.75181013,RUB,2024-12-26,2025-12-26,0.1551943462234621,BANK_010,bank,2024-12-31,False,Bank_010,A,mock_generator,1.0
MBK_00007511,interbank_loan,32001,73335.95465479682,EUR,2024-12-26,2025-01-02,0.05468091430727986,BANK_011,bank,2024-12-31,True,Bank_011,A,mock_generator,1.0
MBK_00007512,interbank_loan,32001,-371452.34734357183,EUR,2024-12-09,2025-01-08,0.04521762339885597,BANK_012,bank,2024-12-31,False,Bank_012,AAA,mock_generator,1.0
MBK_00007513,interbank_loan,32102,-11532066.55829201,RUB,2024-12-15,2025-01-14,0.16750354408347573,BANK_013,bank,2024-12-31,False,Bank_013,AA,mock_generator,1.0
MBK_00007514,interbank_loan,32002,-47126722.23486553,RUB,2024-12-19,2025-01-18,0.1563947312923198,BANK_014,bank,2024-12-31,False,Bank_014,BBB,mock_generator,1.0
MBK_00007515,interbank_loan,32102,-12962312.819618303,RUB,2024-12-10,2025-06-08,0.16492525139571604,BANK_015,bank,2024-12-31,False,Bank_015,A,mock_generator,1.0
MBK_00007516,interbank_loan,32102,5000000.0,RUB,2024-12-04,2025-12-04,0.15991707179805845,BANK_016,bank,2024-12-31,True,Bank_016,A,mock_generator,1.0
MBK_00007517,interbank_loan,32101,-5000000.0,RUB,2024-12-19,2025-01-18,0.16485559085434073,BANK_017,bank,2024-12-31,False,Bank_017,BB,mock_generator,1.0
MBK_00007518,interbank_loan,32101,-17220452.956513193,RUB,2024-12-25,2025-01-24,0.17422010084426615,BANK_018,bank,2024-12-31,False,Bank_018,BBB,mock_generator,1.0
MBK_00007519,interbank_loan,32102,91844997.89836703,RUB,2024-12-08,2025-06-06,0.1600498656256411,BANK_019,bank,2024-12-31,True,Bank_019,A,mock_generator,1.0
MBK_00007520,interbank_loan,32102,5000000.0,RUB,2024-12-27,2025-01-03,0.160049658437699,BANK_020,bank,2024-12-31,True,Bank_020,A,mock_generator,1.0
MBK_00007521,interbank_loan,32102,-6575211.629468533,RUB,2024-12-05,2025-01-04,0.17106787367951404,BANK_021,bank,2024-12-31,False,Bank_021,A,mock_generator,1.0
MBK_00007522,interbank_loan,32002,8415464.435925283,RUB,2024-12-07,2025-01-06,0.17285730545651837,BANK_022,bank,2024-12-31,True,Bank_022,AAA,mock_generator,1.0
MBK_00007523,interbank_loan,32001,63627.22464144331,USD,2024-12-31,2025-01-01,0.06968872623642806,BANK_023,bank,2024-12-31,True,Bank_023,A,mock_generator,1.0
MBK_00007524,interbank_loan,32001,-39073243.133702524,RUB,2024-12-27,2025-01-03,0.17470137416781803,BANK_024,bank,2024-12-31,False,Bank_024,A,mock_generator,1.0
MBK_00007525,interbank_loan,32101,-58823.529411764706,USD,2024-12-27,2025-01-03,0.06252142550645401,BANK_025,bank,2024-12-31,False,Bank_025,AA,mock_generator,1.0
MBK_00007526,interbank_loan,32002,46402251.387647435,RUB,2024-12-20,2025-01-19,0.15606513694450158,BANK_026,bank,2024-12-31,True,Bank_026,A,mock_generator,1.0
MBK_00007527,interbank_loan,32102,5792686.191557036,RUB,2024-12-28,2025-01-11,0.1676968679055495,BANK_027,bank,2024-12-31,True,Bank_027,BBB,mock_generator,1.0
MBK_00007528,interbank_loan,32002,-58823.529411764706,USD,2024-12-17,2025-01-16,0.06146072188922329,BANK_028,bank,2024-12-31,False,Bank_028,AA,mock_generator,1.0
MBK_00007529,interbank_loan,32101,23163025.43321634,RUB,2024-12-21,2025-01-04,0.1690237363685372,BANK_029,bank,2024-12-31,True,Bank_029,BBB,mock_generator,1.0
MBK_00007530,interbank_loan,32101,-18727799.55614246,RUB,2024-12-22,2025-01-21,0.17249407819659346,BANK_030,bank,2024-12-31,False,Bank_030,A,mock_generator,1.0
MBK_00007531,interbank_loan,32002,-20826075.257592976,RUB,2024-12-25,2025-03-25,0.15662621562840892,BANK_031,bank,2024-12-31,False,Bank_031,A,mock_generator,1.0
MBK_00007532,interbank_loan,32102,-87975825.2665591,RUB,2024-12-15,2025-03-15,0.17272698821238727,BANK_032,bank,2024-12-31,False,Bank_032,A,mock_generator,1.0
MBK_00007533,interbank_loan,32101,-17410755.425211415,RUB,2024-12-07,2025-01-06,0.15778355066699967,BANK_033,bank,2024-12-31,False,Bank_033,BBB,mock_generator,1.0
MBK_00007534,interbank_loan,32001,30191954.90666341,RUB,2024-12-31,2025-01-07,0.1578038816122327,BANK_034,bank,2024-12-31,True,Bank_034,A,mock_generator,1.0
MBK_00007535,interbank_loan,32101,-732702023.2435949,RUB,2024-12-27,2025-01-03,0.16327816626156375,BANK_035,bank,2024-12-31,False,Bank_035,BB,mock_generator,1.0
MBK_00007536,interbank_loan,32002,14918024.121669663,RUB,2024-12-20,2025-01-03,0.16504150516932337,BANK_036,bank,2024-12-31,True,Bank_036,BBB,mock_generator,1.0
MBK_00007537,interbank_loan,32102,115988751.21865611,RUB,2024-12-17,2025-03-17,0.16090397668849732,BANK_037,bank,2024-12-31,True,Bank_037,A,mock_generator,1.0
MBK_00007538,interbank_loan,32101,-38164694.941060536,RUB,2024-12-31,2025-01-01,0.17130968070436137,BANK_038,bank,2024-12-31,False,Bank_038,A,mock_generator,1.0
MBK_00007539,interbank_loan,32001,-5000000.0,RUB,2024-12-19,2025-01-18,0.15636283502043305,BANK_039,bank,2024-12-31,False,Bank_039,A,mock_generator,1.0
MBK_00007540,interbank_loan,32001,-308506777.8299572,RUB,2024-12-26,2025-01-02,0.1694332602773879,BANK_040,bank,2024-12-31,False,Bank_040,A,mock_generator,1.0
MBK_00007541,interbank_loan,32001,5000000.0,RUB,2024-12-31,2025-01-07,0.17102420868658616,BANK_041,bank,2024-12-31,True,Bank_041,AA,mock_generator,1.0
MBK_00007542,interbank_loan,32002,146756.60534507272,EUR,2024-12-28,2025-01-04,0.05070920038747311,BANK_042,bank,2024-12-31,True,Bank_042,BB,mock_generator,1.0
MBK_00007543,interbank_loan,32001,14676074.42507967,RUB,2024-12-26,2025-01-02,0.15579678888719004,BANK_043,bank,2024-12-31,True,Bank_043,A,mock_generator,1.0
MBK_00007544,interbank_loan,32002,-135459.52077519646,USD,2024-12-02,2025-01-01,0.06155365602169393,BANK_044,bank,2024-12-31,False,Bank_044,BB,mock_generator,1.0
MBK_00007545,interbank_loan,32001,-23570043.560943156,RUB,2024-12-31,2025-06-29,0.15588674618556433,BANK_045,bank,2024-12-31,False,Bank_045,A,mock_generator,1.0
MBK_00007546,interbank_loan,32001,16616102.706232304,RUB,2024-12-28,2025-01-04,0.1733349752705189,BANK_046,bank,2024-12-31,True,Bank_046,A,mock_generator,1.0
MBK_00007547,interbank_loan,32101,-58823.529411764706,EUR,2024-12-14,2025-06-12,0.04709784749748414,BANK_047,bank,2024-12-31,False,Bank_047,AAA,mock_generator,1.0
MBK_00007548,interbank_loan,32002,12678728.178502465,RUB,2024-12-06,2025-03-06,0.15956583364739285,BANK_048,bank,2024-12-31,True,Bank_048,AA,mock_generator,1.0
MBK_00007549,interbank_loan,32102,12324328.096411616,RUB,2024-12-31,2025-01-01,0.1637523443627397,BANK_049,bank,2024-12-31,True,Bank_049,BBB,mock_generator,1.0
MBK_00007550,interbank_loan,32002,-448800922.2149773,RUB,2024-12-27,2025-01-03,0.1568288556918351,BANK_050,bank,2024-12-31,False,Bank_050,AA,mock_generator,1.0
MBK_00007551,interbank_loan,32001,-58823.529411764706,USD,2024-12-31,2025-01-01,0.0634943307730177,BANK_051,bank,2024-12-31,False,Bank_051,A,mock_generator,1.0
MBK_00007552,interbank_loan,32101,-63860429.40114009,RUB,2024-12-31,2025-01-14,0.1742945511582979,BANK_052,bank,2024-12-31,False,Bank_052,BBB,mock_generator,1.0
MBK_00007553,interbank_loan,32102,50382812.809504084,RUB,2024-12-15,2025-03-15,0.16946870495556887,BANK_053,bank,2024-12-31,True,Bank_053,A,mock_generator,1.0
MBK_00007554,interbank_loan,32002,133634.81372007332,USD,2024-12-02,2025-05-31,0.05362075838185485,BANK_054,bank,2024-12-31,True,Bank_054,AA,mock_generator,1.0
MBK_00007555,interbank_loan,32102,-98107361.10793434,RUB,2024-12-30,2025-01-06,0.16172444204869707,BANK_055,bank,2024-12-31,False,Bank_055,AA,mock_generator,1.0
MBK_00007556,interbank_loan,32002,84848959.17375605,RUB,2024-12-18,2025-03-18,0.16368040963773098,BANK_056,bank,2024-12-31,True,Bank_056,A,mock_generator,1.0
MBK_00007557,interbank_loan,32001,36167150.90363985,RUB,2024-12-16,2025-12-16,0.1626544627601192,BANK_057,bank,2024-12-31,True,Bank_057,A,mock_generator,1.0
MBK_00007558,interbank_loan,32102,-89950909.77619958,RUB,2024-12-27,2025-01-03,0.16967285648207223,BANK_058,bank,2024-12-31,False,Bank_058,A,mock_generator,1.0
MBK_00007559,interbank_loan,32102,-450053.5088744803,EUR,2024-12-18,2025-03-18,0.05064524340742221,BANK_059,bank,2024-12-31,False,Bank_059,BBB,mock_generator,1.0
MBK_00007560,interbank_loan,32001,-948379.4375448826,USD,2024-12-18,2025-06-16,0.05470307007618692,BANK_060,bank,2024-12-31,False,Bank_060,AA,mock_generator,1.0
MBK_00007561,interbank_loan,32001,58823.529411764706,USD,2024-12-05,2025-12-05,0.05141408327626033,BANK_061,bank,2024-12-31,True,Bank_061,BBB,mock_generator,1.0
MBK_00007562,interbank_loan,32101,38791834.70852756,RUB,2024-12-27,2025-03-27,0.1747307427709908,BANK_062,bank,2024-12-31,True,Bank_062,A,mock_generator,1.0
MBK_00007563,interbank_loan,32001,-21683839.933183048,RUB,2024-12-25,2025-01-01,0.16942711094856094,BANK_063,bank,2024-12-31,False,Bank_063,BB,mock_generator,1.0
MBK_00007564,interbank_loan,32001,5000000.0,RUB,2024-12-30,2025-01-06,0.17288510011302882,BANK_064,bank,2024-12-31,True,Bank_064,BBB,mock_generator,1.0
MBK_00007565,interbank_loan,32002,-17582517.21679549,RUB,2024-12-29,2025-03-29,0.16075381242604592,BANK_065,bank,2024-12-31,False,Bank_065,BBB,mock_generator,1.0
MBK_00007566,interbank_loan,32102,-5000000.0,RUB,2024-12-17,2025-06-15,0.15904911705765015,BANK_066,bank,2024-12-31,False,Bank_066,A,mock_generator,1.0
MBK_00007567,interbank_loan,32002,-26426705.344641514,RUB,2024-12-26,2025-01-09,0.17402322667160686,BANK_067,bank,2024-12-31,False,Bank_067,A,mock_generator,1.0
MBK_00007568,interbank_loan,32001,-176509.41920956806,EUR,2024-12-26,2025-01-02,0.03658717183803157,BANK_068,bank,2024-12-31,False,Bank_068,BBB,mock_generator,1.0
MBK_00007569,interbank_loan,32001,-33663989.0157143,RUB,2024-12-31,2025-01-01,0.16518621385031854,BANK_069,bank,2024-12-31,False,Bank_069,BB,mock_generator,1.0
MBK_00007570,interbank_loan,32001,-31740032.521132786,RUB,2024-12-18,2025-03-18,0.16965315518007407,BANK_070,bank,2024-12-31,False,Bank_070,BBB,mock_generator,1.0
MBK_00007571,interbank_loan,32102,28127794.948223095,RUB,2024-12-09,2025-01-08,0.1632408769919715,BANK_071,bank,2024-12-31,True,Bank_071,A,mock_generator,1.0
MBK_00007572,interbank_loan,32101,273391491.07922626,RUB,2024-12-03,2025-01-02,0.15664036153301406,BANK_072,bank,2024-12-31,True,Bank_072,A,mock_generator,1.0
MBK_00007573,interbank_loan,32001,-5000000.0,RUB,2024-12-02,2025-03-02,0.16025221164383965,BANK_073,bank,2024-12-31,False,Bank_073,BB,mock_generator,1.0
MBK_00007574,interbank_loan,32102,141137872.1132528,RUB,2024-12-15,2025-03-15,0.15602971019874445,BANK_074,bank,2024-12-31,True,Bank_074,A,mock_generator,1.0
MBK_00007575,interbank_loan,32101,-13255577.333232842,RUB,2024-12-27,2025-01-10,0.17007531968569498,BANK_075,bank,2024-12-31,False,Bank_075,A,mock_generator,1.0
MBK_00007576,interbank_loan,32101,-5000000.0,RUB,2024-12-16,2025-03-16,0.1636893982630096,BANK_076,bank,2024-12-31,False,Bank_076,A,mock_generator,1.0
